remarksInformation12I,备注12I,Clob,1024
mepicture12G,图片12G,LocalFile,1024
age13A,年龄13A,Integer,9
realname13B,真实姓名13B,String,50
appointmenttime13C,任职时间13C,TimeStamp,6
gender13D,性别13D,Boolean,1
fractionalline13E,身高13E,Double,126
length13F,长度13F,Long,20
studentID13G,学号13G,UUID,32
happybirthday13H,生日13H,Date,7
remarksInformation13I,备注13I,Clob,1024
mepicture13G,图片13G,LocalFile,1024
age14A,年龄14A,Integer,9
realname14B,真实姓名14B,String,50
appointmenttime14C,任职时间14C,TimeStamp,6
gender14D,性别14D,Boolean,1
fractionalline14E,身高14E,Double,126
length14F,长度14F,Long,20
studentID14G,学号14G,UUID,32
happybirthday14H,生日14H,Date,7
remarksInformation14I,备注14I,Clob,1024
mepicture14G,图片14G,LocalFile,1024
age15A,年龄15A,Integer,9
realname15B,真实姓名15B,String,50
appointmenttime15C,任职时间15C,TimeStamp,6
gender15D,性别15D,Boolean,1
fractionalline15E,身高15E,Double,126
length15F,长度15F,Long,20
studentID15G,学号15G,UUID,32
happybirthday15H,生日15H,Date,7
remarksInformation15I,备注15I,Clob,1024
mepicture15G,图片15G,LocalFile,1024
age16A,年龄16A,Integer,9
realname16B,真实姓名16B,String,50
appointmenttime16C,任职时间16C,TimeStamp,6
gender16D,性别16D,Boolean,1
fractionalline16E,身高16E,Double,126
length16F,长度16F,Long,20
studentID16G,学号16G,UUID,32
happybirthday16H,生日16H,Date,7
remarksInformation16I,备注16I,Clob,1024
mepicture16G,图片16G,LocalFile,1024
age17A,年龄17A,Integer,9
realname17B,真实姓名17B,String,50
appointmenttime17C,任职时间17C,TimeStamp,6
gender17D,性别17D,Boolean,1
fractionalline17E,身高17E,Double,126
length17F,长度17F,Long,20
studentID17G,学号17G,UUID,32
happybirthday17H,生日17H,Date,7
remarksInformation17I,备注17I,Clob,1024
mepicture17G,图片17G,LocalFile,1024
age18A,年龄18A,Integer,9
realname18B,真实姓名18B,String,50
appointmenttime18C,任职时间18C,TimeStamp,6
gender18D,性别18D,Boolean,1
fractionalline18E,身高18E,Double,126
length18F,长度18F,Long,20
studentID18G,学号18G,UUID,32
happybirthday18H,生日18H,Date,7
remarksInformation18I,备注18I,Clob,1024
mepicture18G,图片18G,LocalFile,1024
age19A,年龄19A,Integer,9
realname19B,真实姓名19B,String,50
appointmenttime19C,任职时间19C,TimeStamp,6
gender19D,性别19D,Boolean,1
fractionalline19E,身高19E,Double,126
length19F,长度19F,Long,20
studentID19G,学号19G,UUID,32
happybirthday19H,生日19H,Date,7
remarksInformation19I,备注19I,Clob,1024
mepicture19G,图片19G,LocalFile,1024
age20A,年龄20A,Integer,9
realname20B,真实姓名20B,String,50
appointmenttime20C,任职时间20C,TimeStamp,6
gender20D,性别20D,Boolean,1
fractionalline20E,身高20E,Double,126
length20F,长度20F,Long,20
studentID20G,学号20G,UUID,32
happybirthday20H,生日20H,Date,7
remarksInformation20I,备注20I,Clob,1024
mepicture20G,图片20G,LocalFile,1024
age21A,年龄21A,Integer,9
realname21B,真实姓名21B,String,50
appointmenttime21C,任职时间21C,TimeStamp,6
gender21D,性别21D,Boolean,1
fractionalline21E,身高21E,Double,126
length21F,长度21F,Long,20
studentID21G,学号21G,UUID,32
happybirthday21H,生日21H,Date,7
remarksInformation21I,备注21I,Clob,1024
mepicture21G,图片21G,LocalFile,1024
age22A,年龄22A,Integer,9
realname22B,真实姓名22B,String,50
appointmenttime22C,任职时间22C,TimeStamp,6
gender22D,性别22D,Boolean,1
fractionalline22E,身高22E,Double,126
length22F,长度22F,Long,20
studentID22G,学号22G,UUID,32
happybirthday22H,生日22H,Date,7
remarksInformation22I,备注22I,Clob,1024
mepicture22G,图片22G,LocalFile,1024
age23A,年龄23A,Integer,9
realname23B,真实姓名23B,String,50
appointmenttime23C,任职时间23C,TimeStamp,6
gender23D,性别23D,Boolean,1
fractionalline23E,身高23E,Double,126
length23F,长度23F,Long,20
studentID23G,学号23G,UUID,32
happybirthday23H,生日23H,Date,7
remarksInformation23I,备注23I,Clob,1024
mepicture23G,图片23G,LocalFile,1024
age24A,年龄24A,Integer,9
realname24B,真实姓名24B,String,50
appointmenttime24C,任职时间24C,TimeStamp,6
gender24D,性别24D,Boolean,1
fractionalline24E,身高24E,Double,126
length24F,长度24F,Long,20
studentID24G,学号24G,UUID,32
happybirthday24H,生日24H,Date,7
remarksInformation24I,备注24I,Clob,1024
mepicture24G,图片24G,LocalFile,1024
age25A,年龄25A,Integer,9
realname25B,真实姓名25B,String,50
appointmenttime25C,任职时间25C,TimeStamp,6
gender25D,性别25D,Boolean,1
fractionalline25E,身高25E,Double,126
length25F,长度25F,Long,20
studentID25G,学号25G,UUID,32
happybirthday25H,生日25H,Date,7
remarksInformation25I,备注25I,Clob,1024
mepicture25G,图片25G,LocalFile,1024
age26A,年龄26A,Integer,9
realname26B,真实姓名26B,String,50
appointmenttime26C,任职时间26C,TimeStamp,6
gender26D,性别26D,Boolean,1
fractionalline26E,身高26E,Double,126
length26F,长度26F,Long,20
studentID26G,学号26G,UUID,32
happybirthday26H,生日26H,Date,7
remarksInformation26I,备注26I,Clob,1024
mepicture26G,图片26G,LocalFile,1024
age27A,年龄27A,Integer,9
realname27B,真实姓名27B,String,50
appointmenttime27C,任职时间27C,TimeStamp,6
gender27D,性别27D,Boolean,1
fractionalline27E,身高27E,Double,126
length27F,长度27F,Long,20
studentID27G,学号27G,UUID,32
happybirthday27H,生日27H,Date,7
remarksInformation27I,备注27I,Clob,1024
mepicture27G,图片27G,LocalFile,1024
age28A,年龄28A,Integer,9
realname28B,真实姓名28B,String,50
appointmenttime28C,任职时间28C,TimeStamp,6
gender28D,性别28D,Boolean,1
fractionalline28E,身高28E,Double,126
length28F,长度28F,Long,20
studentID28G,学号28G,UUID,32
happybirthday28H,生日28H,Date,7
remarksInformation28I,备注28I,Clob,1024
mepicture28G,图片28G,LocalFile,1024
age29A,年龄29A,Integer,9
realname29B,真实姓名29B,String,50
appointmenttime29C,任职时间29C,TimeStamp,6
gender29D,性别29D,Boolean,1
fractionalline29E,身高29E,Double,126
length29F,长度29F,Long,20
studentID29G,学号29G,UUID,32
happybirthday29H,生日29H,Date,7
remarksInformation29I,备注29I,Clob,1024
mepicture29G,图片29G,LocalFile,1024
age30A,年龄30A,Integer,9
realname30B,真实姓名30B,String,50
appointmenttime30C,任职时间30C,TimeStamp,6
gender30D,性别30D,Boolean,1
fractionalline30E,身高30E,Double,126
length30F,长度30F,Long,20
studentID30G,学号30G,UUID,32
happybirthday30H,生日30H,Date,7
remarksInformation30I,备注30I,Clob,1024
mepicture30G,图片30G,LocalFile,1024
age31A,年龄31A,Integer,9
realname31B,真实姓名31B,String,50
appointmenttime31C,任职时间31C,TimeStamp,6
gender31D,性别31D,Boolean,1
fractionalline31E,身高31E,Double,126
length31F,长度31F,Long,20
studentID31G,学号31G,UUID,32
happybirthday31H,生日31H,Date,7
remarksInformation31I,备注31I,Clob,1024
mepicture31G,图片31G,LocalFile,1024
age32A,年龄32A,Integer,9
realname32B,真实姓名32B,String,50
appointmenttime32C,任职时间32C,TimeStamp,6
gender32D,性别32D,Boolean,1
fractionalline32E,身高32E,Double,126
length32F,长度32F,Long,20
studentID32G,学号32G,UUID,32
happybirthday32H,生日32H,Date,7
remarksInformation32I,备注32I,Clob,1024
mepicture32G,图片32G,LocalFile,1024
age33A,年龄33A,Integer,9
realname33B,真实姓名33B,String,50
appointmenttime33C,任职时间33C,TimeStamp,6
gender33D,性别33D,Boolean,1
fractionalline33E,身高33E,Double,126
length33F,长度33F,Long,20
studentID33G,学号33G,UUID,32
happybirthday33H,生日33H,Date,7
remarksInformation33I,备注33I,Clob,1024
mepicture33G,图片33G,LocalFile,1024
age34A,年龄34A,Integer,9
realname34B,真实姓名34B,String,50
appointmenttime34C,任职时间34C,TimeStamp,6
gender34D,性别34D,Boolean,1
fractionalline34E,身高34E,Double,126
length34F,长度34F,Long,20
studentID34G,学号34G,UUID,32
happybirthday34H,生日34H,Date,7
remarksInformation34I,备注34I,Clob,1024
mepicture34G,图片34G,LocalFile,1024
age35A,年龄35A,Integer,9
realname35B,真实姓名35B,String,50
appointmenttime35C,任职时间35C,TimeStamp,6
gender35D,性别35D,Boolean,1
fractionalline35E,身高35E,Double,126
length35F,长度35F,Long,20
studentID35G,学号35G,UUID,32
happybirthday35H,生日35H,Date,7
remarksInformation35I,备注35I,Clob,1024
mepicture35G,图片35G,LocalFile,1024
age36A,年龄36A,Integer,9
realname36B,真实姓名36B,String,50
appointmenttime36C,任职时间36C,TimeStamp,6
gender36D,性别36D,Boolean,1
fractionalline36E,身高36E,Double,126
length36F,长度36F,Long,20
studentID36G,学号36G,UUID,32
happybirthday36H,生日36H,Date,7
remarksInformation36I,备注36I,Clob,1024
mepicture36G,图片36G,LocalFile,1024
age37A,年龄37A,Integer,9
realname37B,真实姓名37B,String,50
appointmenttime37C,任职时间37C,TimeStamp,6
gender37D,性别37D,Boolean,1
fractionalline37E,身高37E,Double,126
length37F,长度37F,Long,20
studentID37G,学号37G,UUID,32
happybirthday37H,生日37H,Date,7
remarksInformation37I,备注37I,Clob,1024
mepicture37G,图片37G,LocalFile,1024
age38A,年龄38A,Integer,9
realname38B,真实姓名38B,String,50
appointmenttime38C,任职时间38C,TimeStamp,6
gender38D,性别38D,Boolean,1
fractionalline38E,身高38E,Double,126
length38F,长度38F,Long,20
studentID38G,学号38G,UUID,32
happybirthday38H,生日38H,Date,7
remarksInformation38I,备注38I,Clob,1024
mepicture38G,图片38G,LocalFile,1024
age39A,年龄39A,Integer,9
realname39B,真实姓名39B,String,50
appointmenttime39C,任职时间39C,TimeStamp,6
gender39D,性别39D,Boolean,1
fractionalline39E,身高39E,Double,126
length39F,长度39F,Long,20
studentID39G,学号39G,UUID,32
happybirthday39H,生日39H,Date,7
remarksInformation39I,备注39I,Clob,1024
mepicture39G,图片39G,LocalFile,1024
age40A,年龄40A,Integer,9
realname40B,真实姓名40B,String,50
appointmenttime40C,任职时间40C,TimeStamp,6
gender40D,性别40D,Boolean,1
fractionalline40E,身高40E,Double,126
length40F,长度40F,Long,20
studentID40G,学号40G,UUID,32
happybirthday40H,生日40H,Date,7
remarksInformation40I,备注40I,Clob,1024
mepicture40G,图片40G,LocalFile,1024
age41A,年龄41A,Integer,9
realname41B,真实姓名41B,String,50
appointmenttime41C,任职时间41C,TimeStamp,6
gender41D,性别41D,Boolean,1
fractionalline41E,身高41E,Double,126
length41F,长度41F,Long,20
studentID41G,学号41G,UUID,32
happybirthday41H,生日41H,Date,7
remarksInformation41I,备注41I,Clob,1024
mepicture41G,图片41G,LocalFile,1024
age42A,年龄42A,Integer,9
realname42B,真实姓名42B,String,50
appointmenttime42C,任职时间42C,TimeStamp,6
gender42D,性别42D,Boolean,1
fractionalline42E,身高42E,Double,126
length42F,长度42F,Long,20
studentID42G,学号42G,UUID,32
happybirthday42H,生日42H,Date,7
remarksInformation42I,备注42I,Clob,1024
mepicture42G,图片42G,LocalFile,1024
age43A,年龄43A,Integer,9
realname43B,真实姓名43B,String,50
appointmenttime43C,任职时间43C,TimeStamp,6
gender43D,性别43D,Boolean,1
fractionalline43E,身高43E,Double,126
length43F,长度43F,Long,20
studentID43G,学号43G,UUID,32
happybirthday43H,生日43H,Date,7
remarksInformation43I,备注43I,Clob,1024
mepicture43G,图片43G,LocalFile,1024
age44A,年龄44A,Integer,9
realname44B,真实姓名44B,String,50
appointmenttime44C,任职时间44C,TimeStamp,6
gender44D,性别44D,Boolean,1
fractionalline44E,身高44E,Double,126
length44F,长度44F,Long,20
studentID44G,学号44G,UUID,32
happybirthday44H,生日44H,Date,7
remarksInformation44I,备注44I,Clob,1024
mepicture44G,图片44G,LocalFile,1024
age45A,年龄45A,Integer,9
realname45B,真实姓名45B,String,50
appointmenttime45C,任职时间45C,TimeStamp,6
gender45D,性别45D,Boolean,1
fractionalline45E,身高45E,Double,126
length45F,长度45F,Long,20
studentID45G,学号45G,UUID,32
happybirthday45H,生日45H,Date,7
remarksInformation45I,备注45I,Clob,1024
mepicture45G,图片45G,LocalFile,1024
age46A,年龄46A,Integer,9
realname46B,真实姓名46B,String,50
appointmenttime46C,任职时间46C,TimeStamp,6
gender46D,性别46D,Boolean,1
fractionalline46E,身高46E,Double,126
length46F,长度46F,Long,20
studentID46G,学号46G,UUID,32
happybirthday46H,生日46H,Date,7
remarksInformation46I,备注46I,Clob,1024
mepicture46G,图片46G,LocalFile,1024
age47A,年龄47A,Integer,9
realname47B,真实姓名47B,String,50
appointmenttime47C,任职时间47C,TimeStamp,6
gender47D,性别47D,Boolean,1
fractionalline47E,身高47E,Double,126
length47F,长度47F,Long,20
studentID47G,学号47G,UUID,32
happybirthday47H,生日47H,Date,7
remarksInformation47I,备注47I,Clob,1024
mepicture47G,图片47G,LocalFile,1024
age48A,年龄48A,Integer,9
realname48B,真实姓名48B,String,50
appointmenttime48C,任职时间48C,TimeStamp,6
gender48D,性别48D,Boolean,1
fractionalline48E,身高48E,Double,126
length48F,长度48F,Long,20
studentID48G,学号48G,UUID,32
happybirthday48H,生日48H,Date,7
remarksInformation48I,备注48I,Clob,1024
mepicture48G,图片48G,LocalFile,1024
age49A,年龄49A,Integer,9
realname49B,真实姓名49B,String,50
appointmenttime49C,任职时间49C,TimeStamp,6
gender49D,性别49D,Boolean,1
fractionalline49E,身高49E,Double,126
length49F,长度49F,Long,20
studentID49G,学号49G,UUID,32
happybirthday49H,生日49H,Date,7
remarksInformation49I,备注49I,Clob,1024
mepicture49G,图片49G,LocalFile,1024
age50A,年龄50A,Integer,9
realname50B,真实姓名50B,String,50
appointmenttime50C,任职时间50C,TimeStamp,6
gender50D,性别50D,Boolean,1
fractionalline50E,身高50E,Double,126
length50F,长度50F,Long,20
studentID50G,学号50G,UUID,32
happybirthday50H,生日50H,Date,7
remarksInformation50I,备注50I,Clob,1024
mepicture50G,图片50G,LocalFile,1024
age51A,年龄51A,Integer,9
realname51B,真实姓名51B,String,50
appointmenttime51C,任职时间51C,TimeStamp,6
gender51D,性别51D,Boolean,1
fractionalline51E,身高51E,Double,126
length51F,长度51F,Long,20
studentID51G,学号51G,UUID,32
happybirthday51H,生日51H,Date,7
remarksInformation51I,备注51I,Clob,1024
mepicture51G,图片51G,LocalFile,1024
age52A,年龄52A,Integer,9
realname52B,真实姓名52B,String,50
appointmenttime52C,任职时间52C,TimeStamp,6
gender52D,性别52D,Boolean,1
fractionalline52E,身高52E,Double,126
length52F,长度52F,Long,20
studentID52G,学号52G,UUID,32
happybirthday52H,生日52H,Date,7
remarksInformation52I,备注52I,Clob,1024
mepicture52G,图片52G,LocalFile,1024
age53A,年龄53A,Integer,9
realname53B,真实姓名53B,String,50
appointmenttime53C,任职时间53C,TimeStamp,6
gender53D,性别53D,Boolean,1
fractionalline53E,身高53E,Double,126
length53F,长度53F,Long,20
studentID53G,学号53G,UUID,32
happybirthday53H,生日53H,Date,7
remarksInformation53I,备注53I,Clob,1024
mepicture53G,图片53G,LocalFile,1024
age54A,年龄54A,Integer,9
realname54B,真实姓名54B,String,50
appointmenttime54C,任职时间54C,TimeStamp,6
gender54D,性别54D,Boolean,1
fractionalline54E,身高54E,Double,126
length54F,长度54F,Long,20
studentID54G,学号54G,UUID,32
happybirthday54H,生日54H,Date,7
remarksInformation54I,备注54I,Clob,1024
mepicture54G,图片54G,LocalFile,1024
age55A,年龄55A,Integer,9
realname55B,真实姓名55B,String,50
appointmenttime55C,任职时间55C,TimeStamp,6
gender55D,性别55D,Boolean,1
fractionalline55E,身高55E,Double,126
length55F,长度55F,Long,20
studentID55G,学号55G,UUID,32
happybirthday55H,生日55H,Date,7
remarksInformation55I,备注55I,Clob,1024
mepicture55G,图片55G,LocalFile,1024
age56A,年龄56A,Integer,9
realname56B,真实姓名56B,String,50
appointmenttime56C,任职时间56C,TimeStamp,6
gender56D,性别56D,Boolean,1
fractionalline56E,身高56E,Double,126
length56F,长度56F,Long,20
studentID56G,学号56G,UUID,32
happybirthday56H,生日56H,Date,7
remarksInformation56I,备注56I,Clob,1024
mepicture56G,图片56G,LocalFile,1024
age57A,年龄57A,Integer,9
realname57B,真实姓名57B,String,50
appointmenttime57C,任职时间57C,TimeStamp,6
gender57D,性别57D,Boolean,1
fractionalline57E,身高57E,Double,126
length57F,长度57F,Long,20
studentID57G,学号57G,UUID,32
happybirthday57H,生日57H,Date,7
remarksInformation57I,备注57I,Clob,1024
mepicture57G,图片57G,LocalFile,1024
age58A,年龄58A,Integer,9
realname58B,真实姓名58B,String,50
appointmenttime58C,任职时间58C,TimeStamp,6
gender58D,性别58D,Boolean,1
fractionalline58E,身高58E,Double,126
length58F,长度58F,Long,20
studentID58G,学号58G,UUID,32
happybirthday58H,生日58H,Date,7
remarksInformation58I,备注58I,Clob,1024
mepicture58G,图片58G,LocalFile,1024
age59A,年龄59A,Integer,9
realname59B,真实姓名59B,String,50
appointmenttime59C,任职时间59C,TimeStamp,6
gender59D,性别59D,Boolean,1
fractionalline59E,身高59E,Double,126
length59F,长度59F,Long,20
studentID59G,学号59G,UUID,32
happybirthday59H,生日59H,Date,7
remarksInformation59I,备注59I,Clob,1024
mepicture59G,图片59G,LocalFile,1024
age60A,年龄60A,Integer,9
realname60B,真实姓名60B,String,50
appointmenttime60C,任职时间60C,TimeStamp,6
gender60D,性别60D,Boolean,1
fractionalline60E,身高60E,Double,126
length60F,长度60F,Long,20
studentID60G,学号60G,UUID,32
happybirthday60H,生日60H,Date,7
remarksInformation60I,备注60I,Clob,1024
mepicture60G,图片60G,LocalFile,1024
age61A,年龄61A,Integer,9
realname61B,真实姓名61B,String,50
appointmenttime61C,任职时间61C,TimeStamp,6
gender61D,性别61D,Boolean,1
fractionalline61E,身高61E,Double,126
length61F,长度61F,Long,20
studentID61G,学号61G,UUID,32
happybirthday61H,生日61H,Date,7
remarksInformation61I,备注61I,Clob,1024
mepicture61G,图片61G,LocalFile,1024
age62A,年龄62A,Integer,9
realname62B,真实姓名62B,String,50
appointmenttime62C,任职时间62C,TimeStamp,6
gender62D,性别62D,Boolean,1
fractionalline62E,身高62E,Double,126
length62F,长度62F,Long,20
studentID62G,学号62G,UUID,32
happybirthday62H,生日62H,Date,7
remarksInformation62I,备注62I,Clob,1024
mepicture62G,图片62G,LocalFile,1024
age63A,年龄63A,Integer,9
realname63B,真实姓名63B,String,50
appointmenttime63C,任职时间63C,TimeStamp,6
gender63D,性别63D,Boolean,1
fractionalline63E,身高63E,Double,126
length63F,长度63F,Long,20
studentID63G,学号63G,UUID,32
happybirthday63H,生日63H,Date,7
remarksInformation63I,备注63I,Clob,1024
mepicture63G,图片63G,LocalFile,1024
age64A,年龄64A,Integer,9
realname64B,真实姓名64B,String,50
appointmenttime64C,任职时间64C,TimeStamp,6
gender64D,性别64D,Boolean,1
fractionalline64E,身高64E,Double,126
length64F,长度64F,Long,20
studentID64G,学号64G,UUID,32
happybirthday64H,生日64H,Date,7
remarksInformation64I,备注64I,Clob,1024
mepicture64G,图片64G,LocalFile,1024
age65A,年龄65A,Integer,9
realname65B,真实姓名65B,String,50
appointmenttime65C,任职时间65C,TimeStamp,6
gender65D,性别65D,Boolean,1
fractionalline65E,身高65E,Double,126
length65F,长度65F,Long,20
studentID65G,学号65G,UUID,32
happybirthday65H,生日65H,Date,7
remarksInformation65I,备注65I,Clob,1024
mepicture65G,图片65G,LocalFile,1024
age66A,年龄66A,Integer,9
realname66B,真实姓名66B,String,50
appointmenttime66C,任职时间66C,TimeStamp,6
gender66D,性别66D,Boolean,1
fractionalline66E,身高66E,Double,126
length66F,长度66F,Long,20
studentID66G,学号66G,UUID,32
happybirthday66H,生日66H,Date,7
remarksInformation66I,备注66I,Clob,1024
mepicture66G,图片66G,LocalFile,1024
age67A,年龄67A,Integer,9
realname67B,真实姓名67B,String,50
appointmenttime67C,任职时间67C,TimeStamp,6
gender67D,性别67D,Boolean,1
fractionalline67E,身高67E,Double,126
length67F,长度67F,Long,20
studentID67G,学号67G,UUID,32
happybirthday67H,生日67H,Date,7
remarksInformation67I,备注67I,Clob,1024
mepicture67G,图片67G,LocalFile,1024
age68A,年龄68A,Integer,9
realname68B,真实姓名68B,String,50
appointmenttime68C,任职时间68C,TimeStamp,6
gender68D,性别68D,Boolean,1
fractionalline68E,身高68E,Double,126
length68F,长度68F,Long,20
studentID68G,学号68G,UUID,32
happybirthday68H,生日68H,Date,7
remarksInformation68I,备注68I,Clob,1024
mepicture68G,图片68G,LocalFile,1024
age69A,年龄69A,Integer,9
realname69B,真实姓名69B,String,50
appointmenttime69C,任职时间69C,TimeStamp,6
gender69D,性别69D,Boolean,1
fractionalline69E,身高69E,Double,126
length69F,长度69F,Long,20
studentID69G,学号69G,UUID,32
happybirthday69H,生日69H,Date,7
remarksInformation69I,备注69I,Clob,1024
mepicture69G,图片69G,LocalFile,1024
age70A,年龄70A,Integer,9
realname70B,真实姓名70B,String,50
appointmenttime70C,任职时间70C,TimeStamp,6
gender70D,性别70D,Boolean,1
fractionalline70E,身高70E,Double,126
length70F,长度70F,Long,20
studentID70G,学号70G,UUID,32
happybirthday70H,生日70H,Date,7
remarksInformation70I,备注70I,Clob,1024
mepicture70G,图片70G,LocalFile,1024
age71A,年龄71A,Integer,9
realname71B,真实姓名71B,String,50
appointmenttime71C,任职时间71C,TimeStamp,6
gender71D,性别71D,Boolean,1
fractionalline71E,身高71E,Double,126
length71F,长度71F,Long,20
studentID71G,学号71G,UUID,32
happybirthday71H,生日71H,Date,7
remarksInformation71I,备注71I,Clob,1024
mepicture71G,图片71G,LocalFile,1024
age72A,年龄72A,Integer,9
realname72B,真实姓名72B,String,50
appointmenttime72C,任职时间72C,TimeStamp,6
gender72D,性别72D,Boolean,1
fractionalline72E,身高72E,Double,126
length72F,长度72F,Long,20
studentID72G,学号72G,UUID,32
happybirthday72H,生日72H,Date,7
remarksInformation72I,备注72I,Clob,1024
mepicture72G,图片72G,LocalFile,1024
age73A,年龄73A,Integer,9
realname73B,真实姓名73B,String,50
appointmenttime73C,任职时间73C,TimeStamp,6
gender73D,性别73D,Boolean,1
fractionalline73E,身高73E,Double,126
length73F,长度73F,Long,20
studentID73G,学号73G,UUID,32
happybirthday73H,生日73H,Date,7
remarksInformation73I,备注73I,Clob,1024
mepicture73G,图片73G,LocalFile,1024
age74A,年龄74A,Integer,9
realname74B,真实姓名74B,String,50
appointmenttime74C,任职时间74C,TimeStamp,6
gender74D,性别74D,Boolean,1
fractionalline74E,身高74E,Double,126
length74F,长度74F,Long,20
studentID74G,学号74G,UUID,32
happybirthday74H,生日74H,Date,7
remarksInformation74I,备注74I,Clob,1024
mepicture74G,图片74G,LocalFile,1024
age75A,年龄75A,Integer,9
realname75B,真实姓名75B,String,50
appointmenttime75C,任职时间75C,TimeStamp,6
gender75D,性别75D,Boolean,1
fractionalline75E,身高75E,Double,126
length75F,长度75F,Long,20
studentID75G,学号75G,UUID,32
happybirthday75H,生日75H,Date,7
remarksInformation75I,备注75I,Clob,1024
mepicture75G,图片75G,LocalFile,1024
age76A,年龄76A,Integer,9
realname76B,真实姓名76B,String,50
appointmenttime76C,任职时间76C,TimeStamp,6
gender76D,性别76D,Boolean,1
fractionalline76E,身高76E,Double,126
length76F,长度76F,Long,20
studentID76G,学号76G,UUID,32
happybirthday76H,生日76H,Date,7
remarksInformation76I,备注76I,Clob,1024
mepicture76G,图片76G,LocalFile,1024
age77A,年龄77A,Integer,9
